"","D14","D60","D74","D365"
"ENSG00000143324",0.0411198370639615,0.95943510864128,0.468104302441172,0.894331716644012
"ENSG00000164483",0.0411198370639615,0.88528703963694,0.946054875570296,0.901387677866804
"ENSG00000005486",0.0411622116993377,0.997709833812712,0.300683995766324,0.61883220130006
"ENSG00000077713",0.0414981935152156,0.402047110045052,0.267722984275016,0.351718570222731
"ENSG00000188846",0.0418916313616265,0.873870594761896,0.0296120821586517,0.117728403674275
"ENSG00000058668",0.0419967393691652,0.647044790700723,0.0519932694828237,0.618634109252373
"ENSG00000136504",0.0420348349371475,0.280800127617085,0.0963865743821476,0.239989109770357
"ENSG00000106400",0.0429108187881702,0.351937618059696,0.483587546922702,0.51800895509018
"ENSG00000204923",0.0429133156817791,0.297806030036372,0.371949406953856,0.138660421617309
"ENSG00000139197",0.0431942122972551,0.478953970851095,0.229023596160273,0.702560206056468
"ENSG00000203910",0.0434405722359239,0.478953970851095,0.61327564367796,0.739001575796972
"ENSG00000028277",0.0434405722359239,0.69882401250752,0.423655405881064,0.840333550626871
"ENSG00000167261",0.0436711246254507,0.761721030597639,0.0646344422689708,0.839560120875483
"ENSG00000146285",0.0436711246254507,0.379083570434556,0.269191574435153,0.181968050213388
"ENSG00000103245",0.0436711246254507,0.396626530133821,0.342024495506929,0.648810684019578
"ENSG00000044115",0.0436711246254507,0.391250412343942,0.586087711174471,0.635032026237827
"ENSG00000198899",0.0437765794944617,0.854908441542313,0.333574222667706,0.701145194582165
"ENSG00000184515",0.0440920788337762,0.876370303002883,0.386022095077653,0.992049325636089
"ENSG00000115310",0.0440920788337762,0.928259658198374,0.873378213714316,0.726213331071389
"ENSG00000172775",0.0442969853711416,0.790741531894009,0.830253979759851,0.66642030530367
"ENSG00000282499",0.0444438733739077,0.537288753947113,0.430129193329839,0.453931539682774
"ENSG00000179954",0.0448872524290684,0.847117143263487,0.237363782853069,0.100488762765932
"ENSG00000198589",0.0448872524290684,0.404279880874273,0.047161627839125,0.653195144534748
